TATACOFFEE,           Ratio_name Ratio_value company_name
INTELLECT,           Ratio_name Ratio_value company_name
0       margin_growth    0.928549    INTELLECT
1       margin_safety     1.08844    INTELLECT
2             ROA_pos           1    INTELLECT
3               fcfta           1    INTELLECT
4         accrual_pos           1    INTELLECT
5              fs_roa           1    INTELLECT
6           f_accrual           0    INTELLECT
7               lever           1    INTELLECT
8              liquid           1    INTELLECT
9   equity_repurchase           0    INTELLECT
10         asset_turn           0    INTELLECT
11          fs_margin           1    INTELLECT
INFY,           Ratio_name Ratio_value company_name
0       margin_growth    0.904273         INFY
1       margin_safety     17.6276         INFY
2             ROA_pos           1         INFY
3               fcfta           1         INFY
4         accrual_pos           1         INFY
5              fs_roa           0         INFY
6           f_accrual           1         INFY
7               lever           1         INFY
8              liquid           1         INFY
9   equity_repurchase           1         INFY
10         asset_turn           0         INFY
11          fs_margin           1         INFY
CESC,           Ratio_name Ratio_value company_name
0       margin_growth    0.918432         CESC
1       margin_safety     4.76502         CESC
2             ROA_pos           1         CESC
3               fcfta           0         CESC
4         accrual_pos           0         CESC
5              fs_roa           1         CESC
6           f_accrual           0         CESC
7               lever           1         CESC
8              liquid           0         CESC
9   equity_repurchase           1         CESC
10         asset_turn           0         CESC
11          fs_margin           1         CESC
SFL,           Ratio_name Ratio_value company_name
0       margin_growth    0.830384          SFL
1       margin_safety     5.38706          SFL
2             ROA_pos           1          SFL
3               fcfta           0          SFL
4         accrual_pos           1          SFL
5              fs_roa           0          SFL
6           f_accrual           0          SFL
7               lever           1          SFL
8              liquid           0          SFL
9   equity_repurchase           0          SFL
10         asset_turn           0          SFL
11          fs_margin           1          SFL
WIPRO,           Ratio_name Ratio_value company_name
0       margin_growth    0.934903        WIPRO
1       margin_safety     12.9052        WIPRO
2             ROA_pos           1        WIPRO
3               fcfta           1        WIPRO
4         accrual_pos           1        WIPRO
5              fs_roa           1        WIPRO
6           f_accrual           0        WIPRO
7               lever           0        WIPRO
8              liquid           1        WIPRO
9   equity_repurchase           0        WIPRO
10         asset_turn           0        WIPRO
11          fs_margin           1        WIPRO
DCMSHRIRAM,           Ratio_name Ratio_value company_name
0       margin_growth    0.886202   DCMSHRIRAM
1       margin_safety     3.44382   DCMSHRIRAM
2             ROA_pos           1   DCMSHRIRAM
3               fcfta           1   DCMSHRIRAM
4         accrual_pos           1   DCMSHRIRAM
5              fs_roa           0   DCMSHRIRAM
6           f_accrual           1   DCMSHRIRAM
7               lever           1   DCMSHRIRAM
8              liquid           1   DCMSHRIRAM
9   equity_repurchase           0   DCMSHRIRAM
10         asset_turn           0   DCMSHRIRAM
11          fs_margin           0   DCMSHRIRAM
SEQUENT,           Ratio_name Ratio_value company_name
0       margin_growth    0.669863      SEQUENT
1       margin_safety     0.18072      SEQUENT
2             ROA_pos           1      SEQUENT
3               fcfta           0      SEQUENT
4         accrual_pos           0      SEQUENT
5              fs_roa           1      SEQUENT
6           f_accrual           0      SEQUENT
7               lever           1      SEQUENT
8              liquid           1      SEQUENT
9   equity_repurchase           1      SEQUENT
10         asset_turn           0      SEQUENT
11          fs_margin           1      SEQUENT
GRAPHITE,           Ratio_name Ratio_value company_name
0       margin_growth    0.520654     GRAPHITE
1       margin_safety   -0.232299     GRAPHITE
2             ROA_pos           0     GRAPHITE
3               fcfta           0     GRAPHITE
4         accrual_pos           0     GRAPHITE
5              fs_roa           0     GRAPHITE
6           f_accrual           0     GRAPHITE
7               lever           1     GRAPHITE
8              liquid           0     GRAPHITE
9   equity_repurchase           0     GRAPHITE
10         asset_turn           0     GRAPHITE
11          fs_margin           0     GRAPHITE
VOLTAS,           Ratio_name Ratio_value company_name
0       margin_growth    0.894326       VOLTAS
1       margin_safety     1.80754       VOLTAS
2             ROA_pos           1       VOLTAS
3               fcfta           1       VOLTAS
4         accrual_pos           1       VOLTAS
5              fs_roa           0       VOLTAS
6           f_accrual           1       VOLTAS
7               lever           0       VOLTAS
8              liquid           0       VOLTAS
9   equity_repurchase           0       VOLTAS
10         asset_turn           0       VOLTAS
11          fs_margin           0       VOLTAS
CHOLAHLDNG,           Ratio_name Ratio_value company_name
0       margin_growth    0.893982   CHOLAHLDNG
1       margin_safety     1.11245   CHOLAHLDNG
2             ROA_pos           1   CHOLAHLDNG
3               fcfta           0   CHOLAHLDNG
4         accrual_pos           0   CHOLAHLDNG
5              fs_roa           1   CHOLAHLDNG
6           f_accrual           0   CHOLAHLDNG
7               lever           1   CHOLAHLDNG
8              liquid           0   CHOLAHLDNG
9   equity_repurchase           0   CHOLAHLDNG
10         asset_turn           0   CHOLAHLDNG
11          fs_margin           1   CHOLAHLDNG
PRSMJOHNSN,           Ratio_name Ratio_value company_name
0       margin_growth    0.847632   PRSMJOHNSN
1       margin_safety     3.29918   PRSMJOHNSN
2             ROA_pos           1   PRSMJOHNSN
3               fcfta           1   PRSMJOHNSN
4         accrual_pos           1   PRSMJOHNSN
5              fs_roa           1   PRSMJOHNSN
6           f_accrual           0   PRSMJOHNSN
7               lever           1   PRSMJOHNSN
8              liquid           1   PRSMJOHNSN
9   equity_repurchase           0   PRSMJOHNSN
10         asset_turn           0   PRSMJOHNSN
11          fs_margin           1   PRSMJOHNSN
GODREJAGRO,           Ratio_name Ratio_value company_name
0       margin_growth    0.894606   GODREJAGRO
1       margin_safety     3.07881   GODREJAGRO
2             ROA_pos           1   GODREJAGRO
3               fcfta           0   GODREJAGRO
4         accrual_pos           0   GODREJAGRO
5              fs_roa           1   GODREJAGRO
6           f_accrual           0   GODREJAGRO
7               lever           0   GODREJAGRO
8              liquid           0   GODREJAGRO
9   equity_repurchase           0   GODREJAGRO
10         asset_turn           0   GODREJAGRO
11          fs_margin           1   GODREJAGRO
GODREJPROP,           Ratio_name Ratio_value company_name
0       margin_growth    0.937418   GODREJPROP
1       margin_safety    0.265995   GODREJPROP
2             ROA_pos           0   GODREJPROP
3               fcfta           1   GODREJPROP
4         accrual_pos           1   GODREJPROP
5              fs_roa           0   GODREJPROP
6           f_accrual           1   GODREJPROP
7               lever           1   GODREJPROP
8              liquid           1   GODREJPROP
9   equity_repurchase           0   GODREJPROP
10         asset_turn           0   GODREJPROP
11          fs_margin           0   GODREJPROP
TANLA,           Ratio_name Ratio_value company_name
0       margin_growth    0.707414        TANLA
1       margin_safety    0.300647        TANLA
2             ROA_pos           1        TANLA
3               fcfta           1        TANLA
4         accrual_pos           1        TANLA
5              fs_roa           1        TANLA
6           f_accrual           0        TANLA
7               lever           1        TANLA
